,id,url,type,cost,impression,effect,status,img
26871,CR90552479128748032,https://transparencyreport.google.com/political-ads/library/advertiser/AR324198700031148032/creative/CR90552479128748032,Image,50,5000,100,,
26872,CR91678379035590656,https://transparencyreport.google.com/political-ads/library/advertiser/AR324198700031148032/creative/CR91678379035590656,Image,50,5000,100,,
26887,CR147919498307960832,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR147919498307960832,Image,50,5000,100,,
26889,CR230967810577137664,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR230967810577137664,Image,50,5000,100,,
26890,CR256441295969452032,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR256441295969452032,Image,50,5000,100,,
26892,CR280718512710746112,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR280718512710746112,Image,50,5000,100,,
26893,CR304701060335796224,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR304701060335796224,Image,50,5000,100,,
26894,CR322095334287212544,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR322095334287212544,Image,50,5000,100,,
26895,CR333002489634750464,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR333002489634750464,Image,50,5000,100,,
26898,CR361783306003415040,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR361783306003415040,Image,50,5000,100,,
26899,CR369018092514181120,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR369018092514181120,Image,50,5000,100,,
26901,CR410689583206891520,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR410689583206891520,Image,50,5000,100,,
26902,CR428844719204728832,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR428844719204728832,Image,50,5000,100,,
26905,CR517777617705762816,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR517777617705762816,Image,50,50000,1000,,
26908,CR708085488287744,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR708085488287744,Image,50,5000,100,,
26910,CR91919172082073600,https://transparencyreport.google.com/political-ads/library/advertiser/AR327302621356359680/creative/CR91919172082073600,Image,50,50000,1000,,
26948,CR101727915313463296,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR101727915313463296,Image,500,50000,100,,
26953,CR109854405754355712,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR109854405754355712,Image,25000,500000,20,,
26954,CR110562491242643456,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR110562491242643456,Image,25000,500000,20,,
26958,CR114342612218937344,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR114342612218937344,Image,25000,500000,20,,
26959,CR115035304544436224,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR115035304544436224,Image,50,5000,100,,
26960,CR115965491381534720,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR115965491381534720,Image,25000,500000,20,,
26961,CR11637231068381184,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR11637231068381184,Image,50,5000,100,,
26962,CR11764774417203200,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR11764774417203200,Image,25000,5000000,200,,
26966,CR119538904171806720,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR119538904171806720,Image,500,50000,100,,
26967,CR1205064744042496,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR1205064744042496,Image,500,50000,100,,
26969,CR122239304729624576,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR122239304729624576,Image,25000,5000000,200,,
26970,CR122353653938913280,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR122353653938913280,Image,50,5000,100,,
26976,CR126294303612862464,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR126294303612862464,Image,25000,50000,2,,
26978,CR130125002124034048,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR130125002124034048,Image,500,50000,100,,
26980,CR130797903240232960,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR130797903240232960,Image,25000,50000,2,,
26982,CR131794060774998016,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR131794060774998016,Image,25000,5000000,200,,
26983,CR132658276914429952,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR132658276914429952,Image,500,50000,100,,
26985,CR133797370960805888,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR133797370960805888,Image,50,5000,100,,
26987,CR134941962565320704,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR134941962565320704,Image,50,5000,100,,
26988,CR137038731239489536,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR137038731239489536,Image,500,50000,100,,
26992,CR139805102494973952,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR139805102494973952,Image,500,50000,100,,
26994,CR141496151378493440,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR141496151378493440,Image,25000,500000,20,,
26998,CR142947506727157760,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR142947506727157760,Image,25000,500000,20,,
27000,CR143747951192178688,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR143747951192178688,Image,25000,500000,20,,
27001,CR145183913378054144,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR145183913378054144,Image,50,5000,100,,
27002,CR146560501936029696,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR146560501936029696,Image,500,50000,100,,
27007,CR150788124144828416,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR150788124144828416,Image,25000,500000,20,,
27011,CR155189469190815744,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR155189469190815744,Image,500,50000,100,,
27012,CR155567701190770688,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR155567701190770688,Image,25000,500000,20,,
27015,CR156460504632524800,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR156460504632524800,Image,500,50000,100,,
27019,CR158800265376432128,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR158800265376432128,Image,500,50000,100,,
27022,CR161132329538945024,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR161132329538945024,Image,50,5000,100,,
27023,CR161663393655160832,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR161663393655160832,Image,500,50000,100,,
27026,CR163449000538669056,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR163449000538669056,Image,500,50000,100,,
27028,CR163630419957252096,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR163630419957252096,Image,500,50000,100,,
27030,CR164460551236222976,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR164460551236222976,Image,25000,5000000,200,,
27035,CR169362174072848384,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR169362174072848384,Image,50,5000,100,,
27036,CR170248380444835840,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR170248380444835840,Image,500,50000,100,,
27037,CR173467750490963968,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR173467750490963968,Image,25000,500000,20,,
27044,CR17707634765332480,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR17707634765332480,Image,500,500000,1000,,
27047,CR179114842211221504,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR179114842211221504,Image,25000,500000,20,,
27048,CR179255579699576832,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR179255579699576832,Image,25000,500000,20,,
27050,CR181085167048196096,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR181085167048196096,Image,25000,5000000,200,,
27052,CR182310023001538560,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR182310023001538560,Image,25000,500000,20,,
27053,CR182956535838670848,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR182956535838670848,Image,25000,500000,20,,
27057,CR184792720257056768,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR184792720257056768,Image,25000,5000000,200,,
27058,CR185268808791883776,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR185268808791883776,Image,500,50000,100,,
27060,CR185852649466232832,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR185852649466232832,Image,25000,500000,20,,
27062,CR186532147652198400,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR186532147652198400,Image,500,50000,100,,
27064,CR186842209931231232,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR186842209931231232,Image,25000,500000,20,,
27066,CR187277616535830528,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR187277616535830528,Image,500,50000,100,,
27069,CR188830126954250240,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR188830126954250240,Image,25000,500000,20,,
27071,CR189417266163482624,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR189417266163482624,Image,500,50000,100,,
27076,CR19333812462813184,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR19333812462813184,Image,25000,500000,20,,
27078,CR196100097837105152,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR196100097837105152,Image,25000,500000,20,,
27079,CR196102296860360704,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR196102296860360704,Image,25000,500000,20,,
27082,CR196985204697464832,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR196985204697464832,Image,50,5000,100,,
27084,CR198283727929868288,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR198283727929868288,Image,50,5000,100,,
27086,CR199198521604177920,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR199198521604177920,Image,500,50000,100,,
27088,CR199761471557599232,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR199761471557599232,Image,25000,500000,20,,
27091,CR201052298208608256,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR201052298208608256,Image,25000,500000,20,,
27092,CR201197433743474688,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR201197433743474688,Image,25000,5000000,200,,
27093,CR201450321417863168,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR201450321417863168,Image,500,50000,100,,
27094,CR201962693836406784,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR201962693836406784,Image,25000,500000,20,,
27096,CR20345363160367104,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR20345363160367104,Image,25000,500000,20,,
27098,CR205138083417423872,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR205138083417423872,Image,25000,500000,20,,
27099,CR205432752533667840,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR205432752533667840,Image,25000,500000,20,,
27100,CR206545458300977152,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR206545458300977152,Image,25000,500000,20,,
27101,CR207389883231109120,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR207389883231109120,Image,25000,500000,20,,
27102,CR210601556695842816,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR210601556695842816,Image,500,50000,100,,
27103,CR211440484067835904,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR211440484067835904,Image,25000,500000,20,,
27104,CR211583420579446784,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR211583420579446784,Image,25000,5000000,200,,
27105,CR212755499974656000,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR212755499974656000,Image,25000,5000000,200,,
27110,CR213912186207076352,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR213912186207076352,Image,25000,500000,20,,
27111,CR215944083695206400,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR215944083695206400,Image,500,50000,100,,
27119,CR222448794485129216,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR222448794485129216,Image,50,5000,100,,
27120,CR223433956903616512,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR223433956903616512,Image,25000,5000000,200,,
27121,CR223715431880327168,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR223715431880327168,Image,500,50000,100,,
27122,CR224058479508193280,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR224058479508193280,Image,25000,500000,20,,
27123,CR224841331787169792,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR224841331787169792,Image,50,5000,100,,
27124,CR225254748159213568,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR225254748159213568,Image,500,500000,1000,,
27125,CR225586800670801920,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR225586800670801920,Image,25000,500000,20,,
27126,CR22646640997302272,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR22646640997302272,Image,50,5000,100,,
27131,CR230440044995805184,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR230440044995805184,Image,50,5000,100,,
27136,CR233340556669878272,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR233340556669878272,Image,25000,500000,20,,
27137,CR233958482204688384,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR233958482204688384,Image,50,5000,100,,
27140,CR235115168437108736,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR235115168437108736,Image,50,5000,100,,
27142,CR236999731367116800,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR236999731367116800,Image,50,50000,1000,,
27143,CR23881392555294720,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR23881392555294720,Image,500,50000,100,,
27144,CR239171266831974400,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR239171266831974400,Image,500,50000,100,,
27146,CR239495622762168320,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR239495622762168320,Image,25000,500000,20,,
27147,CR240786449413177344,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR240786449413177344,Image,500,50000,100,,
27148,CR241021744901521408,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR241021744901521408,Image,25000,500000,20,,
27152,CR243981630203494400,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR243981630203494400,Image,50,5000,100,,
27158,CR249202111412174848,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR249202111412174848,Image,500,500000,1000,,
27160,CR251837640783953920,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR251837640783953920,Image,50,50000,1000,,
27162,CR252326923458314240,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR252326923458314240,Image,25000,500000,20,,
27163,CR252439073644347392,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR252439073644347392,Image,25000,50000,2,,
27165,CR253969593830211584,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR253969593830211584,Image,25000,500000,20,,
27166,CR255986098155552768,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR255986098155552768,Image,500,500000,1000,,
27167,CR256524858853163008,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR256524858853163008,Image,500,50000,100,,
27168,CR256942673271717888,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR256942673271717888,Image,50,5000,100,,
27169,CR25739567206236160,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR25739567206236160,Image,500,50000,100,,
27172,CR261402292433977344,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR261402292433977344,Image,25000,500000,20,,
27179,CR264644752224288768,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR264644752224288768,Image,25000,5000000,200,,
27180,CR265102149061443584,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR265102149061443584,Image,25000,500000,20,,
27181,CR265514465921859584,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR265514465921859584,Image,500,50000,100,,
27182,CR2661917650845696,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR2661917650845696,Image,50,50000,1000,,
27183,CR266400672293847040,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR266400672293847040,Image,25000,500000,20,,
27186,CR267484790758834176,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR267484790758834176,Image,25000,500000,20,,
27187,CR268157691875033088,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR268157691875033088,Image,500,50000,100,,
27188,CR268872374433087488,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR268872374433087488,Image,500,50000,100,,
27191,CR269496897037664256,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR269496897037664256,Image,500,50000,100,,
27192,CR269613445270208512,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR269613445270208512,Image,25000,500000,20,,
27193,CR269654127200436224,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR269654127200436224,Image,500,5000,10,,
27194,CR26982015345623040,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR26982015345623040,Image,25000,500000,20,,
27197,CR272661291502403584,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR272661291502403584,Image,50,5000,100,,
27198,CR273031826920964096,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR273031826920964096,Image,25000,500000,20,,
27199,CR273114290293047296,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR273114290293047296,Image,500,50000,100,,
27206,CR278999976036532224,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR278999976036532224,Image,50,5000,100,,
27208,CR280428241641013248,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR280428241641013248,Image,25000,500000,20,,
27209,CR280991191594434560,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR280991191594434560,Image,25000,500000,20,,
27210,CR281533250826928128,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR281533250826928128,Image,500,50000,100,,
27212,CR282272122640793600,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR282272122640793600,Image,50,5000,100,,
27217,CR286497545826336768,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR286497545826336768,Image,500,50000,100,,
27223,CR289580576430620672,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR289580576430620672,Image,500,500000,1000,,
27224,CR290675690011885568,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR290675690011885568,Image,50,5000,100,,
27229,CR293079222430203904,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR293079222430203904,Image,25000,500000,20,,
27233,CR295223270104367104,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR295223270104367104,Image,50,5000,100,,
27234,CR295476157778755584,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR295476157778755584,Image,25000,500000,20,,
27235,CR295491550941544448,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR295491550941544448,Image,500,50000,100,,
27238,CR298411853824917504,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR298411853824917504,Image,25000,5000000,200,,
27240,CR300575692708380672,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR300575692708380672,Image,25000,5000000,200,,
27243,CR302362399103516672,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR302362399103516672,Image,50,5000,100,,
27245,CR302794507173232640,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR302794507173232640,Image,25000,500000,20,,
27248,CR306016076242616320,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR306016076242616320,Image,500,50000,100,,
27249,CR306871496289026048,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR306871496289026048,Image,25000,500000,20,,
27250,CR307326694102925312,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR307326694102925312,Image,500,50000,100,,
27254,CR310550462195564544,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR310550462195564544,Image,500,50000,100,,
27258,CR314319588055580672,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR314319588055580672,Image,50,50000,1000,,
27259,CR314350374381158400,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR314350374381158400,Image,25000,5000000,200,,
27260,CR314884737032257536,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR314884737032257536,Image,500,50000,100,,
27261,CR315099141799673856,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR315099141799673856,Image,500,500000,1000,,
27262,CR315243177822912512,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR315243177822912512,Image,500,50000,100,,
27264,CR31573575903215616,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR31573575903215616,Image,500,50000,100,,
27265,CR316292111915810816,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR316292111915810816,Image,500,50000,100,,
27267,CR318823187682951168,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR318823187682951168,Image,500,50000,100,,
27268,CR319819345217716224,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR319819345217716224,Image,500,50000,100,,
27269,CR320443867822292992,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR320443867822292992,Image,25000,500000,20,,
27271,CR322200887403479040,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR322200887403479040,Image,500,50000,100,,
27272,CR323091491821977600,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR323091491821977600,Image,25000,500000,20,,
27277,CR328891415658496000,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR328891415658496000,Image,500,50000,100,,
27278,CR329000267309645824,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR329000267309645824,Image,25000,500000,20,,
27279,CR329844692239777792,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR329844692239777792,Image,25000,500000,20,,
27280,CR329937051216510976,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR329937051216510976,Image,50,5000,100,,
27281,CR329954643402555392,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR329954643402555392,Image,25000,500000,20,,
27284,CR333043171564978176,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR333043171564978176,Image,25000,500000,20,,
27287,CR33620866554134528,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR33620866554134528,Image,25000,500000,20,,
27289,CR337022304145899520,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR337022304145899520,Image,500,50000,100,,
27290,CR337431322471432192,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR337431322471432192,Image,25000,500000,20,,
27292,CR338975036796829696,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR338975036796829696,Image,25000,500000,20,,
27295,CR342467085726646272,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR342467085726646272,Image,500,50000,100,,
27296,CR34254185251733504,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR34254185251733504,Image,25000,500000,20,,
27298,CR343592985633488896,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR343592985633488896,Image,500,500000,1000,,
27300,CR34714880623771648,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR34714880623771648,Image,25000,500000,20,,
27302,CR350959713539588096,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR350959713539588096,Image,25000,500000,20,,
27304,CR353756871120650240,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR353756871120650240,Image,50,5000,100,,
27306,CR356303340050579456,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR356303340050579456,Image,50,50000,1000,,
27312,CR361539214422048768,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR361539214422048768,Image,25000,5000000,200,,
27316,CR3656975673982976,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR3656975673982976,Image,25000,500000,20,,
27319,CR368966415467675648,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR368966415467675648,Image,500,50000,100,,
27323,CR371122557769744384,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR371122557769744384,Image,25000,50000,2,,
27324,CR372052744606842880,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR372052744606842880,Image,500,50000,100,,
27325,CR373012618257891328,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR373012618257891328,Image,500,50000,100,,
27328,CR373847147583373312,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR373847147583373312,Image,25000,5000000,200,,
27329,CR374064850885672960,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR374064850885672960,Image,25000,500000,20,,
27330,CR374205588374028288,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR374205588374028288,Image,25000,500000,20,,
27334,CR376991750838812672,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR376991750838812672,Image,50,5000,100,,
27337,CR380074781443096576,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR380074781443096576,Image,500,500000,1000,,
27339,CR383775737582190592,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR383775737582190592,Image,25000,500000,20,,
27340,CR384578381070467072,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR384578381070467072,Image,50,5000,100,,
27341,CR384633356651855872,https://transparencyreport.google.com/political-ads/library/advertiser/AR329053043867779072/creative/CR384633356651855872,Image,500,50000,100,,
