,id,url,type,cost,impression,effect,img
280,CR184437028245471232,https://transparencyreport.google.com/political-ads/library/advertiser/AR100838960162406400/creative/CR184437028245471232,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/7471146148356841313
281,CR250865122749186048,https://transparencyreport.google.com/political-ads/library/advertiser/AR100838960162406400/creative/CR250865122749186048,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10013457611968899273
282,CR306034218184474624,https://transparencyreport.google.com/political-ads/library/advertiser/AR100838960162406400/creative/CR306034218184474624,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/17551359132762138054
283,CR506444401602461696,https://transparencyreport.google.com/political-ads/library/advertiser/AR100838960162406400/creative/CR506444401602461696,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/4576083210006270387
284,CR56084438865412096,https://transparencyreport.google.com/political-ads/library/advertiser/AR100838960162406400/creative/CR56084438865412096,Image,500,50000,100,https://tpc.googlesyndication.com/simgad/8951084303912839387
285,CR102333746220367872,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR102333746220367872,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/3209006247474697681
286,CR105957736545517568,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR105957736545517568,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/11512206230371436503
287,CR109335436266045440,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR109335436266045440,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/9628976257367719069
288,CR110461336172888064,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR110461336172888064,Image,500,5000000,10000,https://tpc.googlesyndication.com/simgad/10310795494844073946
289,CR111833526684352512,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR111833526684352512,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/10795125566885164803
290,CR114964935800258560,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR114964935800258560,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13445135482128790107
291,CR117216735613943808,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR117216735613943808,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/4222722556570161139
292,CR123972135054999552,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR123972135054999552,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/17713011705009266681
293,CR127103544170905600,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR127103544170905600,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/3882492785625506552
294,CR127877600356859904,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR127877600356859904,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/16658775924496923697
295,CR141106924262260736,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR141106924262260736,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/13192106485446283650
296,CR153843666958417920,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR153843666958417920,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/12545839973479882068
297,CR154969566865260544,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR154969566865260544,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/8304380004773645171
298,CR15850559626018816,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR15850559626018816,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/3605728719349916052
299,CR160000932073963520,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR160000932073963520,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/7387393618914809452
300,CR163695291143290880,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR163695291143290880,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/7036613641396280593
301,CR176854246304514048,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR176854246304514048,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13192106485446283650
302,CR178015330583445504,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR178015330583445504,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/8662063206524483975
303,CR179880102304153600,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR179880102304153600,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/12996432599747188189
304,CR180865264722640896,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR180865264722640896,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/3605728719349916052
305,CR184770730024501248,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR184770730024501248,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/8662063206524483975
306,CR189802095233204224,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR189802095233204224,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/10589305490637127030
307,CR190576151419158528,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR190576151419158528,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/18069897173027125297
308,CR192968688721199104,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR192968688721199104,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/2750649808515344881
309,CR19826393672056832,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR19826393672056832,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16597905888678038745
310,CR207288728161353728,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR207288728161353728,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/16597905888678038745
311,CR216612586764894208,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR216612586764894208,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/18148810935759575247
312,CR222242086299107328,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR222242086299107328,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/14353919364482329887
313,CR226745685926477824,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR226745685926477824,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/15073812654467191267
314,CR241663859692142592,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR241663859692142592,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6782221595049527836
315,CR243317525180317696,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR243317525180317696,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/9104170563592006203
316,CR247856309179777024,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR247856309179777024,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/12996432599747188189
317,CR248384074761109504,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR248384074761109504,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/4222722556570161139
318,CR252324724435058688,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR252324724435058688,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/11508987281937096004
319,CR253450624341901312,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR253450624341901312,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/6670860728452482548
320,CR258130145829715968,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR258130145829715968,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/12052540145765347517
321,CR262704114201264128,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR262704114201264128,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/3846442997193658216
322,CR27144743066533888,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR27144743066533888,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6162982648025712405
323,CR271465022851383296,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR271465022851383296,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/16597905888678038745
324,CR279346322199281664,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR279346322199281664,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/4222722556570161139
325,CR298486620615606272,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR298486620615606272,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/18446508697665819203
326,CR299612520522448896,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR299612520522448896,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/11512206230371436503
327,CR301899504708222976,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR301899504708222976,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/18069897173027125297
328,CR310871519590875136,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR310871519590875136,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/1910327893874190268
329,CR311610391404740608,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR311610391404740608,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/3846442997193658216
330,CR313827006846337024,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR313827006846337024,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/7387393618914809452
331,CR31648342693904384,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR31648342693904384,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/15792091731317733706
332,CR317626919031930880,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR317626919031930880,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/15792091731317733706
333,CR319350953264283648,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR319350953264283648,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/10220453803199458062
334,CR31965002042703872,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR31965002042703872,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/15073812654467191267
335,CR325508218379829248,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR325508218379829248,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/16486822730691002386
336,CR328498890007379968,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR328498890007379968,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/13192106485446283650
337,CR334515417634570240,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR334515417634570240,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/13445135482128790107
338,CR33900142507589632,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR33900142507589632,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/6670860728452482548
339,CR340144917168783360,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR340144917168783360,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/7949050572208210497
340,CR342361532610379776,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR342361532610379776,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/10220453803199458062
341,CR344965176144953344,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR344965176144953344,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/4371757728105564100
342,CR346900316609839104,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR346900316609839104,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/3316677486529017976
343,CR358159315678265344,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR358159315678265344,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/11512206230371436503
344,CR362662915305635840,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR362662915305635840,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/9104170563592006203
345,CR367166514933006336,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR367166514933006336,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/7387393618914809452
346,CR370544214653534208,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR370544214653534208,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/7949050572208210497
347,CR37277842228117504,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR37277842228117504,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/9390722645678212656
348,CR376173714187747328,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR376173714187747328,Image,50,5000,100,https://tpc.googlesyndication.com/simgad/312559466169341521
349,CR379551413908275200,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR379551413908275200,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/10310795494844073946
350,CR380114363861696512,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR380114363861696512,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/11935223475067515043
351,CR38403742134960128,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR38403742134960128,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/3316677486529017976
352,CR385919785256353792,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR385919785256353792,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/12545839973479882068
353,CR389649328697769984,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR389649328697769984,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/2750649808515344881
354,CR390001172418658304,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR390001172418658304,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/12996432599747188189
355,CR391936312883544064,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR391936312883544064,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/9947520023848158639
356,CR393660347115896832,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR393660347115896832,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/13609711810189846033
357,CR403230496324059136,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR403230496324059136,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/4201729453584245602
358,CR40655541948645376,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR40655541948645376,Image,50,500000,10000,https://tpc.googlesyndication.com/simgad/6334696020412588358
359,CR407698911579340800,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR407698911579340800,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/6670860728452482548
360,CR410513661346447360,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR410513661346447360,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/7949050572208210497
361,CR418957910647767040,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR418957910647767040,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/9628976257367719069
362,CR421209710461452288,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR421209710461452288,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/16345660128454884854
363,CR42907341762330624,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR42907341762330624,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6763138388463755802
364,CR432081681436901376,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR432081681436901376,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/6782221595049527836
365,CR434720509343563776,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR434720509343563776,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/6763138388463755802
366,CR443973999202926592,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR443973999202926592,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/16994065155096153429
367,CR454986707666731008,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR454986707666731008,Image,500,5000000,10000,https://tpc.googlesyndication.com/simgad/9947520023848158639
368,CR455795948224774144,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR455795948224774144,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/16658775924496923697
369,CR469588222083596288,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR469588222083596288,Image,500,500000,1000,https://tpc.googlesyndication.com/simgad/4371757728105564100
370,CR470749306362527744,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR470749306362527744,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/13128144611873581716
371,CR478630605710426112,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR478630605710426112,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/11508987281937096004
372,CR486511905058324480,https://transparencyreport.google.com/political-ads/library/advertiser/AR100996740080992256/creative/CR486511905058324480,Image,50,50000,1000,https://tpc.googlesyndication.com/simgad/11935223475067515043
